,TournamentID,TournamentName,StartDate,EndDate,IsOver,IsInProgress,CourseName,Location,Par,Yards,Purse,StartDateTime,Canceled,Covered,City,State,ZipCode,Country,TimeZone,Format,SportRadarTournamentID,OddsCoverage,tournamentName_Clean,tournamentName,courseName,courseLocation
331,269,the Memorial Tournament pres. by Nationwide,2018-05-31,2018-06-03,True,False,Muirfield Village GC,"Dublin, OH",72.0,7392.0,,2018-06-01T07:20:00,False,True,Dublin,OH,,USA,America/New York,Stroke,579d7c64-2904-4ce6-b9b2-8998794278d1,Full,Memorial Tournament,the Memorial Tournament pres. by Nationwide,Muirfield Village Golf Club,"Dublin, OH"
332,268,Fort Worth Invitational,2018-05-24,2018-05-27,True,False,Colonial CC,"Fort Worth, TX",70.0,7209.0,7100000.0,2018-05-24T08:00:00,False,True,Fort Worth,TX,,USA,America/Chicago,Stroke,b3b52f97-3c5f-49f8-94ac-e2f03f5879f4,Full,Colonial National Invitation,Fort Worth Invitational,Colonial Country Club,"Fort Worth, TX"
333,267,AT&T Byron Nelson,2018-05-17,2018-05-20,True,False,Trinity Forest Golf Club,"Dallas, TX",71.0,7380.0,7700000.0,2018-05-17T07:20:00,False,True,Dallas,TX,,USA,America/Chicago,Stroke,8972cf99-eabb-4cb4-8b38-9c256ea77c79,Full,AT&T Byron Nelson,AT&T Byron Nelson,Trinity Forest Golf Club,"Dallas, TX"
334,266,THE PLAYERS Championship,2018-05-10,2018-05-13,True,False,TPC Sawgrass,"Ponte Vedra Beach, FL",72.0,7189.0,10500000.0,2018-05-10T08:49:00,False,True,Ponte Vedra Beach,FL,,USA,America/New York,Stroke,6ff392df-0da8-45df-9733-f8460fd6dc8f,Full,THE PLAYERS Championship,THE PLAYERS Championship,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL"
335,265,Wells Fargo Championship,2018-05-03,2018-05-06,True,False,Quail Hollow Club,"Charlotte, NC",71.0,7600.0,7700000.0,2018-05-03T14:10:00,False,True,Charlotte,NC,,USA,America/New York,Stroke,f1458ef8-6d57-4b9d-b35b-ae163c35bf63,Full,Wells Fargo Championship,Wells Fargo Championship,Quail Hollow Club,"Charlotte, NC"
336,264,Zurich Classic of New Orleans,2018-04-26,2018-04-29,False,False,TPC Louisiana,"Avondale, LA",72.0,7425.0,7200000.0,,False,False,Avondale,LA,,USA,America/Chicago,Team,8e6ebfbe-fc42-4310-b98e-70f15f7d66bb,Limited,Zurich Classic of New Orleans,Zurich Classic of New Orleans,TPC Louisiana,"Avondale, LA"
337,263,Valero Texas Open,2018-04-19,2018-04-22,True,False,TPC San Antonio - AT&T Oaks,"San Antonio, TX",72.0,7435.0,6200000.0,2018-04-19T08:10:00,False,True,San Antonio,TX,,USA,America/Chicago,Stroke,98a3755f-451f-484d-b667-18eb720fcc7c,Full,Valero Texas Open,Valero Texas Open,TPC San Antonio (Oaks Course),"San Antonio, TX"
338,262,RBC Heritage,2018-04-12,2018-04-15,True,False,Harbour Town GL,"Hilton Head, SC",71.0,7099.0,6700000.0,2018-04-12T07:10:00,False,True,Hilton Head,SC,,USA,America/New York,Stroke,ff7dfb16-bfe4-4acd-96cf-3696a923ffca,Full,RBC Heritage,RBC Heritage,Harbour Town Golf Links,"Hilton Head Island, SC"
339,261,2018 Masters Tournament,2018-04-05,2018-04-08,True,False,Augusta National GC,"Augusta, GA",72.0,7435.0,11000000.0,2018-04-06T08:30:00,False,True,Augusta,GA,,USA,America/New York,Stroke,b404a8d5-5e33-4417-ae20-5d4d147042ee,Full,The Masters Tournament,2018 Masters Tournament,Augusta National Golf Club,"Augusta, GA"
340,260,Houston Open,2018-03-29,2018-04-01,True,False,GC of Houston,"Humble, TX",72.0,7441.0,7000000.0,2018-03-30T07:20:00,False,True,Humble,TX,,USA,America/Chicago,Stroke,93313ba8-53b8-4da6-be57-a6792f8fb6b3,Full,Houston Open,Houston Open,Golf Club of Houston,"Houston, TX"
341,259,Corales Puntacana Resort & Club Championship,2018-03-22,2018-03-25,True,False,Corales Golf Club,"Punta Cana, Dom",72.0,7670.0,3000000.0,2018-03-22T06:50:00,False,True,Punta Cana,,,DOM,America/Dominica,Stroke,f25b3eb9-9794-4f6a-8da0-ddacfc93091b,Full,Corales Puntacana Championship,Corales Puntacana Resort & Club Championship,Priddis Greens Golf & Country Club,"Priddis, AB"
342,258,World Golf Championships-Dell Technologies Match Play,2018-03-21,2018-03-25,False,False,Austin Country Club,"Austin, TX",71.0,7108.0,10000000.0,,False,False,Austin,TX,,USA,America/Chicago,Match,cf359956-a086-4b55-b707-84b26f8f5e82,Limited,WGC-Dell Technologies Match Play,World Golf Championships-Dell Technologies Match Play,Austin Country Club,"Austin, TX"
343,257,Arnold Palmer Invitational presented by Mastercard,2018-03-15,2018-03-18,True,False,Bay Hill Club & Lodge,"Orlando, FL",72.0,7419.0,8900000.0,2018-03-16T07:35:00,False,True,Orlando,FL,,USA,America/New York,Stroke,2c6a8498-4a73-494b-92b9-29bbbcd1d015,Full,Arnold Palmer Invitational,Arnold Palmer Invitational presented by Mastercard,Arnold Palmer's Bay Hill Club & Lodge,"Orlando, FL"
344,256,Valspar Championship,2018-03-08,2018-03-11,True,False,Innisbrook Resort (Copperhead),"Palm Harbor, FL",71.0,7278.0,6500000.0,2018-03-09T06:50:00,False,True,Palm Harbor,FL,,USA,America/New York,Stroke,64c5abe3-6c12-4d67-9252-e011966b1a71,Full,Valspar Championship,Valspar Championship,The Cliffs at Walnut Cove,"Greenville, SC"
345,291,Puerto Rico Open Charity Day,2018-03-02,2018-03-03,False,False,TPC Dorado Beach Resort,"Dorado, Pur",71.0,7345.0,,,False,False,Dorado,,,PUR,America/New York,Stroke,fb8556a3-23ed-4434-aedf-1ccf3f27e39e,Limited,Puerto Rico Open,Puerto Rico Open,TPC Dorado Beach Resort,"Dorado, Puerto Rico"
346,255,World Golf Championships-Mexico Championship,2018-03-01,2018-03-04,True,False,Club de Golf Chapultepec,"Mexico City, Mex",71.0,7345.0,10000000.0,2018-03-01T12:15:00,False,True,Mexico City,,,MEX,America/Mexico City,Stroke,e98250a5-f08f-480e-8dbc-2b1e88f8304c,Full,WGC-Mexico Championship,World Golf Championships-Mexico Championship,Club De Golf Chapultepec,"Mexico City, Mexico"
347,254,The Honda Classic,2018-02-22,2018-02-25,True,False,PGA National (Champion),"Palm Beach Gardens, FL",70.0,7140.0,6600000.0,2018-02-22T11:35:00,False,True,Palm Beach Gardens,FL,,USA,America/New York,Stroke,f50ad093-6238-49e3-876c-c4d52f4f39e1,Full,Cognizant Classic,The Honda Classic,PGA National Resort & Spa (The Champion),"Palm Beach Gardens, FL"
348,253,Genesis Open,2018-02-15,2018-02-18,True,False,Riviera CC,"Pacific Palisades, CA",71.0,7322.0,7200000.0,2018-02-15T11:04:00,False,True,Pacific Palisades,CA,,USA,America/Los Angeles,Stroke,790ee99c-0c02-4d01-9230-98bc8510aaca,Full,Genesis Open,Genesis Open,Riviera Country Club,"Pacific Palisades, CA"
349,252,AT&T Pebble Beach Pro-Am,2018-02-08,2018-02-11,True,False,Pebble Beach GL,"Pebble Beach, CA",71.0,6958.0,7400000.0,2018-02-08T13:01:00,False,True,Pebble Beach,CA,,USA,America/Los Angeles,Stroke,a4becb4f-f940-4821-a393-7dac3511cbd1,Full,AT&T Pebble Beach Pro-Am,AT&T Pebble Beach Pro-Am,Spyglass Hill GC,"Pebble Beach, CA"
350,251,Waste Management Phoenix Open,2018-02-01,2018-02-04,True,False,TPC Scottsdale,"Scottsdale, AZ",71.0,7266.0,6900000.0,2018-02-01T13:35:00,False,True,Scottsdale,AZ,,USA,America/Phoenix,Stroke,214384e9-0ce4-4b05-8ff3-56f9f1a4b995,Full,Waste Management Phoenix Open,Waste Management Phoenix Open,TPC Scottsdale (Stadium Course),"Scottsdale, AZ"
351,250,Farmers Insurance Open,2018-01-25,2018-01-28,True,False,Torrey Pines GC (South),"San Diego, CA",72.0,7698.0,6900000.0,2018-01-25T12:10:00,False,True,San Diego,CA,,USA,America/Los Angeles,Stroke,d41c4833-caea-4247-a1b9-c9ccc48d9e08,Full,Farmers Insurance Open,Farmers Insurance Open,Torrey Pines (North Course),"La Jolla, CA"
352,249,CareerBuilder Challenge,2018-01-18,2018-01-21,True,False,Stadium Course,"La Quinta, CA",72.0,7159.0,5900000.0,2018-01-18T11:40:00,False,True,La Quinta,CA,,USA,America/Los Angeles,Stroke,0c1b3e0d-9cfb-416d-92ec-9518a87e94ec,Full,Desert Classic,CareerBuilder Challenge,La Quinta Country Club,"La Quinta, CA"
353,248,Sony Open in Hawaii,2018-01-11,2018-01-14,True,False,Waialae CC,"Honolulu, HI",70.0,7044.0,6200000.0,2018-01-11T16:40:00,False,True,Honolulu,HI,,USA,Pacific/Honolulu,Stroke,8efc0aa6-c708-4b82-8264-2c337db42e5e,Full,Sony Open in Hawaii,Sony Open in Hawaii,Waialae Country Club,"Honolulu, HI"
354,235,Sentry Tournament of Champions,2018-01-04,2018-01-07,True,False,Plantation Course at Kapalua,"Kapalua, Maui, HI",73.0,7452.0,6300000.0,2018-01-04T17:10:00,False,True,"Kapalua, Maui",HI,,USA,Pacific/Honolulu,Stroke,93ede239-06a6-4e7a-a30b-1f3d04da11d5,Full,Tournament of Champions,Sentry Tournament of Champions,Kapalua Resort (Plantation Course),"Kapalua, HI"
355,234,QBE Shootout,2017-12-08,2017-12-10,False,False,Tiburón GC,"Naples, FL",72.0,6556.0,3300000.0,,False,False,Naples,FL,,USA,America/New York,Team,,Limited,QBE Shootout,QBE Shootout,Tiburón Golf Course,"Naples, FL"
356,233,Hero World Challenge,2017-11-30,2017-12-03,True,False,Albany,"New Providence, Bah",72.0,7309.0,3500000.0,2017-11-30T11:32:00,False,True,New Providence,,,BAH,America/Nassau,Stroke,e62314d0-ecbe-4fa1-87a7-90f91c575e6b,Full,Hero World Challenge,Hero World Challenge,Albany,"New Providence, Bahamas"
357,232,The RSM Classic,2017-11-16,2017-11-19,True,False,Sea Island Resort (Seaside),"Sea Island, GA",72.0,7058.0,6200000.0,2017-11-16T10:30:00,False,True,Sea Island,GA,,USA,America/New York,Stroke,1a7d6bfa-de08-46bb-a4a1-d560ec33d066,Full,RSM Classic,The RSM Classic,Sea Island Resort (Seaside Course),"Saint Simons Island, GA"
358,231,OHL Classic at Mayakoba,2017-11-09,2017-11-12,True,False,El Camaleon GC,"Playa del Carmen, Mex",71.0,6987.0,7100000.0,2017-11-09T11:50:00,False,True,Playa del Carmen,,,Mex,America/Cancun,Stroke,82853167-05f1-4ad1-a023-5cb5cccadaf9,Full,World Wide Technology Championship,OHL Classic at Mayakoba,El Camaleón Golf Course at Mayakoba,"Quintana Roo, Mexico"
359,230,Shriners Hospitals for Children Open,2017-11-02,2017-11-05,True,False,TPC Summerlin,"Las Vegas, NV",71.0,7255.0,6800000.0,2017-11-02T14:55:00,False,True,Las Vegas,NV,,USA,America/Los Angeles,Stroke,0f74b6a7-434b-47c4-837f-aca6a81da1c1,Full,Shriners Children's Open,Shriners Hospitals for Children Open,TPC Summerlin,"Las Vegas, NV"
360,288,Sanderson Farms Championship,2017-10-26,2017-10-29,True,False,CC of Jackson,"Jackson, MS",72.0,7421.0,4300000.0,2017-10-26T08:30:00,False,True,Jackson,MS,,USA,America/Chicago,Stroke,8e1f6c0a-6338-4126-b4e1-e23d310f3f7e,Full,Sanderson Farms Championship,Sanderson Farms Championship,Country Club of Jackson,"Jackson, MS"
361,229,World Golf Championships-HSBC Champions,2017-10-26,2017-10-29,True,False,Sheshan International GC,"Shanghai, Chn",72.0,7261.0,9750000.0,2017-10-28T22:35:00,False,True,Shanghai,,,CHN,Asia/Shanghai,Stroke,19ed4286-74b9-4ad6-9f58-473c41437bc1,Full,WGC-HSBC Champions,World Golf Championships-HSBC Champions,Sheshan International GC,"Shanghai, China"
362,228,THE CJ CUP @ NINE BRIDGES,2017-10-19,2017-10-22,True,False,Nine Bridges,"Jeju Island, Kor",72.0,7196.0,9250000.0,2017-10-20T20:10:00,False,True,Jeju Island,,,KOR,Seoul\South Korea,Stroke,ba081e5d-040a-4d6a-8dcd-dbe1e46b0d25,Full,CJ Cup,THE CJ CUP @ NINE BRIDGES,The Club at Nine Bridges,"Jeju Island, South Korea"
363,227,CIMB Classic,2017-10-12,2017-10-15,True,False,TPC Kuala Lumpur,"Kuala Lumpur, Mas",71.0,6246.0,7000000.0,2017-10-15T18:50:00,False,True,Kuala Lumpur,,,MAS,Asia/Kuala Lumpur,Stroke,acdf4d81-3c8c-48e9-8046-6d9218cdcc62,Full,CIMB Classic,CIMB Classic,TPC Kuala Lumpur,"Kuala Lumpur, Malaysia"
364,226,Safeway Open,2017-10-05,2017-10-08,True,False,Silverado Resort and Spa North,"Napa, CA",72.0,7203.0,6200000.0,2017-10-05T15:10:00,False,True,Napa,CA,,USA,America/Los Angeles,Stroke,6ac41bbe-d3b9-4022-9223-3f20ff8f1af7,Full,Fortinet Championship,Safeway Open,Silverado Resort and Spa (North Course),"Napa, CA"
365,158,Presidents Cup,2017-09-28,2017-10-01,True,False,Liberty National GC,"Jersey City, NJ",71.0,7328.0,,,False,False,Jersey City,NJ,,USA,America/New York,Team,,Limited,The Presidents Cup,Presidents Cup,Liberty National Golf Club,"Jersey City, NJ"
366,157,TOUR Championship,2017-09-21,2017-09-24,True,False,East Lake GC,"Atlanta, GA",70.0,7045.0,8750000.0,2017-09-21T12:30:00,False,True,Atlanta,GA,,USA,America/New York,Stroke,,Full,The TOUR Championship,TOUR Championship,East Lake Golf Club,"Atlanta, GA"
367,156,BMW Championship,2017-09-14,2017-09-17,True,False,Conway Farms GC,"Lake Forest, IL",71.0,7208.0,8750000.0,2017-09-14T14:43:00,False,True,Lake Forest,IL,,USA,America/Chicago,Stroke,,Full,BMW PGA Championship,BMW Championship,Conway Farms Golf Club,"Lake Forest, IL"
368,159,Dell Technologies Championship,2017-09-01,2017-09-04,True,False,TPC Boston,"Norton, MA",71.0,7342.0,8750000.0,2017-09-01T08:15:00,False,True,Norton,MA,,USA,America/New York,Stroke,,Full,Dell Technologies Championship,Dell Technologies Championship,TPC Boston,"Norton, MA"
369,146,THE NORTHERN TRUST,2017-08-24,2017-08-27,True,False,Glen Oaks Club,"Old Westbury, NY",70.0,7346.0,8750000.0,2017-08-24T12:00:00,False,True,Old Westbury,NY,,USA,America/New York,Stroke,,Full,The Northern Trust,THE NORTHERN TRUST,Glen Oaks Club,"Old Westbury, NY"
370,145,Wyndham Championship,2017-08-17,2017-08-20,True,False,Sedgefield CC,"Greensboro, NC",70.0,7127.0,5800000.0,2017-08-17T07:10:00,False,True,Greensboro,NC,,USA,America/New York,Stroke,,Full,Wyndham Championship,Wyndham Championship,Sedgefield Country Club,"Greensboro, NC"
371,144,PGA Championship,2017-08-10,2017-08-13,True,False,Quail Hollow-PGA Championship,"Charlotte, NC",71.0,7600.0,10500000.0,2017-08-10T09:15:00,False,True,Charlotte,NC,,USA,America/New York,Stroke,,Full,PGA Championship,PGA Championship,Quail Hollow Club,"Charlotte, NC"
372,142,World Golf Championships-Bridgestone Invitational,2017-08-03,2017-08-06,True,False,Firestone CC (South),"Akron, OH",70.0,7400.0,9750000.0,2017-08-04T09:35:00,False,True,Akron,OH,,USA,America/New York,Stroke,,Full,WGC-Bridgestone Invitational,World Golf Championships-Bridgestone Invitational,Firestone CC (South Course),"Akron, OH"
373,143,Barracuda Championship,2017-08-03,2017-08-06,True,False,Montreux G&CC,"Reno, NV",72.0,7472.0,3300000.0,,False,False,Reno,NV,,USA,America/Los Angeles,Stableford,,Limited,Barracuda Championship,Barracuda Championship,Montreux G&CC,"Reno, NV"
374,141,RBC Canadian Open,2017-07-27,2017-07-30,True,False,Glen Abbey GC,"Oakville,Ontario, Can",72.0,7253.0,6000000.0,2017-07-27T08:00:00,False,True,"Oakville,Ontario",,,Can,America/Toronto,Stroke,,Full,RBC Canadian Open,RBC Canadian Open,Glen Abbey GC,"Oakville, ON"
375,139,The Open Championship,2017-07-20,2017-07-23,True,False,Royal Birkdale GC,"Southport, Eng",70.0,7156.0,10250000.0,2017-07-20T05:20:00,False,True,Southport,,,ENG,Europe/London,Stroke,,Full,The Open Championship,,Royal Birkdale GC,"Southport, Eng"
376,140,Barbasol Championship,2017-07-20,2017-07-23,True,False,RTJ Trail (Grand National),"Auburn/Opelika, AL",71.0,7302.0,3500000.0,2017-07-20T08:31:00,False,True,Auburn/Opelika,AL,,USA,America/Chicago,Stroke,,Full,Barbasol Championship,Barbasol Championship,RTJ Trail Grand National Lake,"Auburn, AL"
377,138,John Deere Classic,2017-07-13,2017-07-16,True,False,TPC Deere Run,"Silvis, IL",72.0,7004.0,5600000.0,2017-07-13T08:40:00,False,True,Silvis,IL,,USA,America/Chicago,Stroke,,Full,John Deere Classic,John Deere Classic,TPC Deere Run,"Silvis, IL"
378,137,The Greenbrier Classic,2017-07-06,2017-07-09,True,False,The Old White TPC,"White Sulphur Springs, WV",70.0,7286.0,7100000.0,2017-07-06T09:00:00,False,True,White Sulphur Springs,WV,,USA,America/New York,Stroke,,Full,Greenbrier Classic,The Greenbrier Classic,The Old White Course,"White Sulphur Springs, WV"
379,136,Quicken Loans National,2017-06-29,2017-07-02,True,False,TPC Potomac at Avenel Farm,"Potomac, MD",70.0,7107.0,7100000.0,2017-06-29T07:26:00,False,True,Potomac,MD,,USA,America/New York,Stroke,,Full,Quicken Loans National,Quicken Loans National,TPC Potomac at Avenel Farm,"Potomac, MD"
380,135,Travelers Championship,2017-06-22,2017-06-25,True,False,TPC River Highlands,"Cromwell, CT",70.0,6841.0,6800000.0,2017-06-22T12:00:00,False,True,Cromwell,CT,,USA,America/New York,Stroke,,Full,Travelers Championship,Travelers Championship,TPC River Highlands,"Cromwell, CT"
381,204,CVS Health Charity Classic,2017-06-19,2017-06-20,True,False,Rhode Island CC,"Barrington, RI",,,1500000.0,,False,False,Barrington,RI,,USA,America/New York,Stroke,,Limited,CVS Health Charity Classic,,Rhode Island CC,"Barrington, RI"
382,134,U.S. Open,2017-06-15,2017-06-18,True,False,Erin Hills,"Erin, WI",72.0,7741.0,12000000.0,2017-06-15T13:30:00,False,True,Erin,WI,,USA,America/Chicago,Stroke,,Full,U.S. Open,U.S. Open,Erin Hills,"Erin, WI"
383,133,FedEx St. Jude Classic,2017-06-08,2017-06-11,True,False,TPC Southwind,"Memphis, TN",70.0,7244.0,6400000.0,2017-06-08T09:40:00,False,True,Memphis,TN,,USA,America/Chicago,Stroke,,Full,St. Jude Championship,FedEx St. Jude Classic,TPC Southwind,"Memphis, TN"
384,132,the Memorial Tournament presented by Nationwide,2017-06-01,2017-06-04,True,False,Muirfield Village GC,"Dublin, OH",72.0,7392.0,8700000.0,2017-06-01T07:42:00,False,True,Dublin,OH,,USA,America/New York,Stroke,,Full,Memorial Tournament,the Memorial Tournament presented by Nationwide,Muirfield Village Golf Club,"Dublin, OH"
385,131,DEAN & DELUCA Invitational,2017-05-25,2017-05-28,True,False,Colonial CC,"Fort Worth, TX",70.0,7209.0,6900000.0,2017-05-25T13:00:00,False,True,Fort Worth,TX,,USA,America/Chicago,Stroke,,Full,Colonial National Invitation,DEAN & DELUCA Invitational,Colonial Country Club,"Fort Worth, TX"
386,130,AT&T Byron Nelson,2017-05-18,2017-05-21,True,False,TPC Four Seasons Resort,"Irving, TX",70.0,7166.0,7500000.0,2017-05-18T13:00:00,False,True,Irving,TX,,USA,America/Chicago,Stroke,,Full,AT&T Byron Nelson,AT&T Byron Nelson,TPC Four Seasons Resort,"Irving, TX"
387,129,THE PLAYERS Championship,2017-05-11,2017-05-14,True,False,TPC Sawgrass,"Ponte Vedra Beach, FL",72.0,7189.0,10500000.0,2017-05-11T07:32:00,False,True,Ponte Vedra Beach,FL,,USA,America/New York,Stroke,,Full,THE PLAYERS Championship,THE PLAYERS Championship,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL"
388,128,Wells Fargo Championship,2017-05-04,2017-05-07,True,False,Eagle Point Golf Club,"Wilmington, NC",72.0,7396.0,7500000.0,2017-05-04T12:00:00,False,True,Wilmington,NC,,USA,America/New York,Stroke,,Full,Wells Fargo Championship,Wells Fargo Championship,Eagle Point Golf Club,"Wilmington, NC"
389,127,Zurich Classic of New Orleans,2017-04-27,2017-04-30,True,False,TPC Louisiana,"Avondale, LA",72.0,7425.0,7100000.0,,False,False,Avondale,LA,70094.0,USA,America/Chicago,Team,,Limited,Zurich Classic of New Orleans,Zurich Classic of New Orleans,TPC Louisiana,"Avondale, LA"
390,126,Valero Texas Open,2017-04-20,2017-04-23,True,False,TPC San Antonio - AT&T Oaks,"San Antonio, TX",72.0,7435.0,6200000.0,2017-04-20T13:10:00,False,True,San Antonio,TX,78261.0,USA,America/Chicago,Stroke,,Full,Valero Texas Open,Valero Texas Open,TPC San Antonio (Oaks Course),"San Antonio, TX"
391,125,RBC Heritage,2017-04-13,2017-04-16,True,False,Harbour Town GL,"Hilton Head, SC",71.0,7099.0,6500000.0,2017-04-14T07:10:00,False,True,Hilton Head,SC,29928.0,USA,America/New York,Stroke,,Full,RBC Heritage,RBC Heritage,Harbour Town Golf Links,"Hilton Head Island, SC"
392,124,Masters Tournament,2017-04-06,2017-04-09,True,False,Augusta National GC,"Augusta, GA",72.0,7435.0,10000000.0,2017-04-06T11:07:00,False,True,Augusta,GA,30904.0,USA,America/New York,Stroke,,Full,The Masters Tournament,Masters Tournament,Augusta National Golf Club,"Augusta, GA"
393,123,Shell Houston Open,2017-03-30,2017-04-02,True,False,GC of Houston,"Humble, TX",72.0,7441.0,7000000.0,2017-03-30T13:10:00,False,True,Humble,TX,77396.0,USA,America/Chicago,Stroke,,Full,Houston Open,Shell Houston Open,Golf Club of Houston,"Houston, TX"
394,122,Puerto Rico Open,2017-03-23,2017-03-26,True,False,Coco Beach Golf & CC,"Rio Grande, Pur",72.0,7506.0,3000000.0,2017-03-23T00:00:00,False,True,Rio Grande,,745.0,PUR,America/Puerto Rico,Stroke,,Full,Puerto Rico Open,Puerto Rico Open,Grand Reserve Country Club,"Rio Grande, Puerto Rico"
395,121,World Golf Championships-Dell Technologies Match Play,2017-03-22,2017-03-26,True,False,Austin Country Club,"Austin, TX",71.0,7108.0,9750000.0,,False,False,Austin,TX,78746.0,USA,America/Chicago,Match,,Limited,WGC-Dell Technologies Match Play,World Golf Championships-Dell Technologies Match Play,Austin Country Club,"Austin, TX"
396,120,Arnold Palmer Invitational presented by Mastercard,2017-03-16,2017-03-19,True,False,Bay Hill Club & Lodge,"Orlando, FL",72.0,7419.0,8700000.0,2017-03-16T00:00:00,False,True,Orlando,FL,32819.0,USA,America/New York,Stroke,,Full,Arnold Palmer Invitational,Arnold Palmer Invitational presented by Mastercard,Arnold Palmer's Bay Hill Club & Lodge,"Orlando, FL"
397,119,Valspar Championship,2017-03-09,2017-03-12,True,False,Innisbrook Resort (Copperhead),"Palm Harbor, FL",71.0,7340.0,6300000.0,2017-03-09T00:00:00,False,True,Palm Harbor,FL,34683.0,USA,America/New York,Stroke,,Full,Valspar Championship,Valspar Championship,Innisbrook Resort (Copperhead Course),"Palm Harbor, FL"
398,201,World Golf Championships-Mexico Championship,2017-03-02,2017-03-05,True,False,Club de Golf Chapultepec,"Mexico City, Mex",71.0,7330.0,9750000.0,2017-03-02T00:00:00,False,True,Mexico City,,,MEX,America/Mexico City,Stroke,,Full,WGC-Mexico Championship,World Golf Championships-Mexico Championship,Club De Golf Chapultepec,"Mexico City, Mexico"
399,118,The Honda Classic,2017-02-23,2017-02-26,True,False,PGA National (Champion),"Palm Beach Gardens, FL",70.0,7140.0,6400000.0,2017-02-23T00:00:00,False,True,Palm Beach Gardens,FL,33418.0,USA,America/New York,Stroke,,Full,Cognizant Classic,The Honda Classic,PGA National Resort & Spa (The Champion),"Palm Beach Gardens, FL"
400,117,Genesis Open,2017-02-16,2017-02-19,True,False,Riviera CC,"Pacific Palisades, CA",71.0,7322.0,7000000.0,2017-02-16T00:00:00,False,True,Pacific Palisades,CA,90272.0,USA,America/Los Angeles,Stroke,,Full,Genesis Open,Genesis Open,Riviera Country Club,"Pacific Palisades, CA"
401,116,AT&T Pebble Beach Pro-Am,2017-02-09,2017-02-12,True,False,Pebble Beach GL,"Pebble Beach, CA",71.0,6958.0,7200000.0,2017-02-09T00:00:00,False,True,Pebble Beach,CA,93953.0,USA,America/Los Angeles,Stroke,,Full,AT&T Pebble Beach Pro-Am,AT&T Pebble Beach Pro-Am,Spyglass Hill GC,"Pebble Beach, CA"
402,115,Waste Management Phoenix Open,2017-02-02,2017-02-05,True,False,TPC Scottsdale,"Scottsdale, AZ",71.0,7216.0,6700000.0,2017-02-02T00:00:00,False,True,Scottsdale,AZ,85255.0,USA,America/Phoenix,Stroke,,Full,Waste Management Phoenix Open,Waste Management Phoenix Open,TPC Scottsdale (Stadium Course),"Scottsdale, AZ"
403,114,Farmers Insurance Open,2017-01-26,2017-01-29,True,False,Torrey Pines GC (South),"San Diego, CA",72.0,7698.0,6700000.0,2017-01-26T00:00:00,False,True,San Diego,CA,92037.0,USA,America/Los Angeles,Stroke,,Full,Farmers Insurance Open,Farmers Insurance Open,Torrey Pines (North Course),"La Jolla, CA"
404,113,CareerBuilder Challenge,2017-01-19,2017-01-22,True,False,Stadium Course,"La Quinta, CA",72.0,7113.0,5800000.0,2017-01-19T00:00:00,False,True,La Quinta,CA,92253.0,USA,America/Los Angeles,Stroke,,Full,Desert Classic,CareerBuilder Challenge,La Quinta Country Club,"La Quinta, CA"
405,112,Sony Open in Hawaii,2017-01-12,2017-01-15,True,False,Waialae CC,"Honolulu, HI",70.0,7044.0,6000000.0,2017-01-12T00:00:00,False,True,Honolulu,HI,,USA,Pacific/Honolulu,Stroke,,Full,Sony Open in Hawaii,Sony Open in Hawaii,Waialae Country Club,"Honolulu, HI"
406,160,SBS Tournament of Champions,2017-01-05,2017-01-08,True,False,Plantation Course at Kapalua,"Kapalua, Maui, HI",73.0,7452.0,6100000.0,2017-01-05T00:00:00,False,True,"Kapalua, Maui",HI,,USA,Pacific/Honolulu,Stroke,,Full,Tournament of Champions,SBS Tournament of Champions,Kapalua Resort (Plantation Course),"Kapalua, HI"
407,203,Franklin Templeton Shootout,2016-12-08,2016-12-10,True,False,Tiburon GC,"Naples, FL",72.0,6556.0,3100000.0,,False,True,Naples,FL,,USA,America/New York,Stroke,,Full,QBE Shootout,QBE Shootout,Tiburón Golf Course,"Naples, FL"
408,110,Hero World Challenge,2016-12-01,2016-12-04,True,False,Albany,"New Providence, Bah",72.0,7302.0,3500000.0,2016-12-01T00:00:00,False,True,New Providence,,,BAH,America/Nassau,Stroke,,Full,Hero World Challenge,Hero World Challenge,Albany,"New Providence, Bahamas"
409,202,ISPS HANDA World Cup of Golf,2016-11-24,2016-11-27,True,False,Kingston Heath Golf Club,"Melbourne, Aus",,,8000000.0,,False,True,Melbourne,,,AUS,Australia/Hobart,Stroke,,Full,World Cup of Golf,,Kingston Heath Golf Club,"Melbourne, Aus"
410,109,The RSM Classic,2016-11-17,2016-11-20,True,False,Sea Island Resort (Seaside),"Sea Island, GA",72.0,7058.0,6000000.0,2016-11-17T00:00:00,False,True,Sea Island,GA,,USA,America/New York,Stroke,,Full,RSM Classic,The RSM Classic,Sea Island Resort (Seaside Course),"Saint Simons Island, GA"
411,108,OHL Classic at Mayakoba,2016-11-10,2016-11-13,True,False,El Camaleon GC,"Playa del Carmen, Mex",71.0,6987.0,7000010.0,2016-11-10T00:00:00,False,True,Playa del Carmen,,,Mex,America/Cancun,Stroke,,Full,World Wide Technology Championship,OHL Classic at Mayakoba,El Camaleón Golf Course at Mayakoba,"Quintana Roo, Mexico"
