,TournamentID,TournamentName,StartDate,EndDate,IsOver,IsInProgress,CourseName,Location,Par,Yards,Purse,StartDateTime,Canceled,Covered,City,State,ZipCode,Country,TimeZone,Format,SportRadarTournamentID,OddsCoverage,tournamentName_Clean,tournamentName,courseName,courseLocation
104,509,TOUR Championship,2022-08-25,2022-08-28,True,False,East Lake Golf Club,"Atlanta, GA",70.0,7346.0,75000000.0,2022-08-25T11:45:00,False,True,Atlanta,GA,,USA,America/New York,Stroke,62338479-12c5-4ef4-a473-6fea873f3e66,Full,The TOUR Championship,TOUR Championship,East Lake Golf Club,"Atlanta, GA"
105,508,BMW Championship,2022-08-18,2022-08-21,True,False,Wilmington Country Club,"Wilmington, DE",71.0,7534.0,15000000.0,2022-08-18T09:10:00,False,True,Wilmington,DE,,USA,America/New York,Stroke,f9859515-af30-41cd-9ffe-465d1446d6e0,Full,BMW PGA Championship,BMW Championship,Wilmington Country Club (South Course),"Wilmington, DE"
106,507,FedEx St. Jude Championship,2022-08-11,2022-08-14,True,False,TPC Southwind,"Memphis, TN",70.0,7243.0,15000000.0,2022-08-11T08:15:00,False,True,Memphis,TN,,USA,America/Chicago,Stroke,c0abe5ac-732a-4e5d-9f93-14dac6203e23,Full,St. Jude Championship,FedEx St. Jude Championship,TPC Southwind,"Memphis, TN"
107,506,Wyndham Championship,2022-08-04,2022-08-07,True,False,Sedgefield Country Club,"Greensboro, NC",70.0,7131.0,7300000.0,2022-08-04T06:50:00,False,True,Greensboro,NC,,USA,America/New York,Stroke,0d986e18-cc3d-4391-a37c-903e9097129f,Full,Wyndham Championship,Wyndham Championship,Sedgefield Country Club,"Greensboro, NC"
108,505,Rocket Mortgage Classic,2022-07-28,2022-07-31,True,False,Detroit Golf Club,"Detroit, MI",72.0,7370.0,8400000.0,2022-07-28T06:45:00,False,True,Detroit,MI,,USA,America/New York,Stroke,6f5e0381-f670-4c59-b4d5-3e6d4764d865,Full,Rocket Mortgage Classic,Rocket Mortgage Classic,Detroit Golf Club,"Detroit, MI"
109,504,3M Open,2022-07-21,2022-07-24,True,False,TPC Twin Cities,"Blaine, MN",71.0,7431.0,7500000.0,2022-07-21T07:50:00,False,True,Blaine,MN,,USA,America/Chicago,Stroke,63f720b6-845d-4f02-ad99-8688d20cbf1e,Full,3M Open,3M Open,TPC Twin Cities,"Blaine, MN"
110,503,The Open,2022-07-14,2022-07-17,True,False,St. Andrews Links (Old Course),"Fife, Sco",72.0,7313.0,14000000.0,2022-07-14T01:35:00,False,True,Fife,,,SCO,Europe/London,Stroke,51968e44-03f5-424f-8e63-294996685497,Full,The Open Championship,The Open,St Andrews Links (Old Course),"St. Andrews, Scotland"
111,502,Barracuda Championship,2022-07-14,2022-07-17,False,False,Tahoe Mt. Club (Old Greenwood),"Truckee, CA",71.0,7480.0,3700000.0,,False,False,Truckee,CA,,USA,America/Los Angeles,Stableford,a8427f0b-4754-4129-9e21-708695e0de34,Limited,Barracuda Championship,Barracuda Championship,Tahoe Mountain Club (Old Greenwood),"Truckee, CA"
112,500,Barbasol Championship,2022-07-07,2022-07-10,True,False,Keene Trace Golf Club,"Nicholasville, KY",72.0,7328.0,3700000.0,2022-07-07T06:45:00,False,True,Nicholasville,KY,,USA,America/New York,Stroke,248a26c3-2df5-4788-a5b9-32b74c343a68,Full,Barbasol Championship,Barbasol Championship,Keene Trace Golf Club (Champions Course),"Nicholasville, KY"
113,501,Genesis Scottish Open,2022-07-07,2022-07-10,True,False,The Renaissance Club,"North Berwick, Sco",70.0,7237.0,8000000.0,2022-07-07T02:15:00,False,True,North Berwick,,,SCO,Europe/London,Stroke,c7d5285a-406a-4944-b10f-3ea29b8cbf8e,Full,Genesis Scottish Open,Genesis Scottish Open,The Renaissance Club,"North Berwick, Scotland"
114,499,John Deere Classic,2022-06-30,2022-07-03,True,False,TPC Deere Run,"Silvis, IL",71.0,7289.0,7100000.0,2022-06-30T07:45:00,False,True,Silvis,IL,,USA,America/Chicago,Stroke,3869c98f-68c7-4a57-822e-a358eed689db,Full,John Deere Classic,John Deere Classic,TPC Deere Run,"Silvis, IL"
115,498,Travelers Championship,2022-06-23,2022-06-26,True,False,TPC River Highlands,"Cromwell, CT",70.0,6852.0,8300000.0,2022-06-23T06:45:00,False,True,Cromwell,CT,,USA,America/New York,Stroke,deff7db3-5f77-4486-bd55-1f894cf004d2,Full,Travelers Championship,Travelers Championship,TPC River Highlands,"Cromwell, CT"
116,497,U.S. Open,2022-06-16,2022-06-19,True,False,The Country Club,"Brookline, MA",70.0,7254.0,17500000.0,2022-06-16T06:45:00,False,True,Brookline,MA,,USA,America/New York,Stroke,10ee49b6-e138-4926-b90f-5e54e31367bd,Full,U.S. Open,U.S. Open,The Country Club,"Brookline, MA"
117,496,RBC Canadian Open,2022-06-09,2022-06-12,True,False,St. George's G&CC,"Toronto, ON, Can",70.0,7014.0,8700000.0,2022-06-09T06:40:00,False,True,"Toronto, ON",,,CAN,America/Toronto,Stroke,df2161ab-bbcf-484d-904a-a004950558e3,Full,RBC Canadian Open,RBC Canadian Open,St. George's Golf and Country Club,"Toronto, ON"
118,495,the Memorial Tournament pres. by Workday,2022-06-02,2022-06-05,True,False,Muirfield Village Golf Club,"Dublin, OH",72.0,7533.0,12000000.0,2022-06-02T07:00:00,False,True,Dublin,OH,,USA,America/New York,Stroke,62ba1a0c-5aee-4ce5-ba50-56920c19b68a,Full,Memorial Tournament,the Memorial Tournament pres. by Workday,Muirfield Village Golf Club,"Dublin, OH"
119,494,Charles Schwab Challenge,2022-05-26,2022-05-29,True,False,Colonial Country Club,"Fort Worth, TX",70.0,7209.0,8400000.0,2022-05-26T08:20:00,False,True,Fort Worth,TX,,USA,America/Chicago,Stroke,4fd5a8b9-3a56-4d8f-944f-d4c614b2f9e1,Full,Charles Schwab Challenge,Charles Schwab Challenge,Colonial Country Club,"Fort Worth, TX"
120,493,PGA Championship,2022-05-19,2022-05-22,True,False,Southern Hills CC,"Tulsa, OK",70.0,7556.0,15000000.0,2022-05-19T08:00:00,False,True,Tulsa,OK,,USA,America/Chicago,Stroke,f130def5-5787-467d-b618-b94ca202865b,Full,PGA Championship,PGA Championship,Southern Hills Country Club,"Tulsa, OK"
121,492,AT&T Byron Nelson,2022-05-12,2022-05-15,True,False,TPC Craig Ranch,"McKinney, TX",72.0,7468.0,9100000.0,2022-05-12T07:50:00,False,True,McKinney,TX,,USA,America/Chicago,Stroke,94836c95-51bb-4e73-816b-f360cb64d221,Full,AT&T Byron Nelson,AT&T Byron Nelson,TPC Craig Ranch,"McKinney, TX"
122,491,Wells Fargo Championship,2022-05-05,2022-05-08,True,False,TPC Potomac at Avenel Farm,"Potomac, MD",70.0,7160.0,9000000.0,2022-05-05T06:50:00,False,True,Potomac,MD,,USA,America/New York,Stroke,42b7bbc2-858a-4c0d-85dc-b30179bb5e9a,Full,Wells Fargo Championship,Wells Fargo Championship,TPC Potomac at Avenel Farm,"Potomac, MD"
123,490,Mexico Open,2022-04-28,2022-05-01,True,False,Vidanta Vallarta,"Vallarta, Mex",71.0,7456.0,7300000.0,2022-04-28T08:45:00,False,True,Vallarta,,,MEX,America/Chicago,Stroke,23d21333-a33e-4094-8b27-3810039d68b0,Full,Mexico Open,Mexico Open,Vidanta Vallarta,"Nuevo Vallarta, Mexico"
124,489,Zurich Classic of New Orleans,2022-04-21,2022-04-24,False,False,TPC Louisiana,"Avondale, LA",72.0,7425.0,8300000.0,,False,False,Avondale,LA,,USA,America/Chicago,Team,eb152a6b-acce-4377-8e06-0ed858c6b0bc,Limited,Zurich Classic of New Orleans,Zurich Classic of New Orleans,TPC Louisiana,"Avondale, LA"
125,488,RBC Heritage,2022-04-14,2022-04-17,True,False,Harbour Town Golf Links,"Hilton Head Island, SC",71.0,7191.0,8000000.0,2022-04-14T07:10:00,False,True,Hilton Head,SC,,USA,America/New York,Stroke,ce8005c3-78ec-4f14-a9a6-032940490ea4,Full,RBC Heritage,RBC Heritage,Harbour Town Golf Links,"Hilton Head Island, SC"
126,487,Masters Tournament,2022-04-07,2022-04-10,True,False,Augusta National Golf Club,"Augusta, GA",72.0,7475.0,15000000.0,2022-04-07T08:00:00,False,True,Augusta,GA,,USA,America/New York,Stroke,6b19e7fe-40b4-4b5a-92b9-7887f4892d83,Full,The Masters Tournament,Masters Tournament,Augusta National Golf Club,"Augusta, GA"
127,486,Valero Texas Open,2022-03-31,2022-04-03,True,False,TPC San Antonio (Oaks Course),"San Antonio, TX",72.0,7438.0,8600000.0,2022-03-31T08:30:00,False,True,San Antonio,TX,,USA,America/Chicago,Stroke,75e1f4f4-54c4-4ae2-b5d8-d8980a91370c,Full,Valero Texas Open,Valero Texas Open,TPC San Antonio (Oaks Course),"San Antonio, TX"
128,484,Corales Puntacana Championship,2022-03-24,2022-03-27,True,False,Puntacana Resort & Club (Corales Golf Course),"Punta Cana, Dominican Republic",72.0,7670.0,3700000.0,2022-03-24T06:45:00,False,True,Punta Cana,,,DOM,America/Dominica,Stroke,eb000485-dfaf-4c6b-a131-e7e17f56062a,Full,Corales Puntacana Championship,Corales Puntacana Championship,Puntacana Resort & Club (Corales Golf Course),"Punta Cana, Dominican Republic"
129,485,WGC-Dell Technologies Match Play,2022-03-23,2022-03-27,False,False,Austin Country Club,"Austin, TX",71.0,7108.0,11500000.0,,False,False,Austin,TX,,USA,America/Chicago,Match,6d93a8c2-5502-4a16-b448-c68891b644bf,Limited,WGC-Dell Technologies Match Play,WGC-Dell Technologies Match Play,Austin Country Club,"Austin, TX"
130,483,Valspar Championship,2022-03-17,2022-03-20,True,False,Innisbrook Resort (Copperhead Course),"Palm Harbor, FL",71.0,7340.0,7800000.0,2022-03-17T07:40:00,False,True,Palm Harbor,FL,,USA,America/New York,Stroke,d69b148c-d2d9-4cbf-aa71-7ffa4a02c479,Full,Valspar Championship,Valspar Championship,Innisbrook Resort (Copperhead Course),"Palm Harbor, FL"
131,482,THE PLAYERS Championship,2022-03-10,2022-03-13,True,False,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL",72.0,7256.0,20000000.0,2022-03-10T06:45:00,False,True,Ponte Vedra Beach,FL,,USA,America/New York,Stroke,5a45a8cc-28b2-40b1-8675-16d736b7f48d,Full,THE PLAYERS Championship,THE PLAYERS Championship,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL"
132,481,Arnold Palmer Invitational pres. by Mastercard,2022-03-03,2022-03-06,True,False,Bay Hill Club & Lodge,"Orlando, FL",72.0,7466.0,12000000.0,2022-03-03T07:10:00,False,True,Orlando,FL,,USA,America/New York,Stroke,5510f8b8-5e56-4050-83d9-92ac2a432e5a,Full,Arnold Palmer Invitational,Arnold Palmer Invitational pres. by Mastercard,Arnold Palmer's Bay Hill Club & Lodge,"Orlando, FL"
133,480,Puerto Rico Open,2022-03-03,2022-03-06,True,False,Grand Reserve Golf Club,"Rio Grande, Pur",72.0,7506.0,3700000.0,2022-03-03T06:10:00,False,True,Rio Grande,,,PUR,America/Puerto Rico,Stroke,3c6adad6-ae11-4d35-b693-bc157c526e89,Full,Puerto Rico Open,Puerto Rico Open,Grand Reserve Country Club,"Rio Grande, Puerto Rico"
134,479,The Honda Classic,2022-02-24,2022-02-27,True,False,PGA National (Champion),"Palm Beach Gardens, FL",70.0,7125.0,8000000.0,2022-02-24T06:50:00,False,True,Palm Beach Gardens,FL,,USA,America/New York,Stroke,b098207f-9f7c-4521-841e-ff7f38a38710,Full,Cognizant Classic,The Honda Classic,PGA National Resort & Spa (The Champion),"Palm Beach Gardens, FL"
135,478,The Genesis Invitational,2022-02-17,2022-02-20,True,False,The Riviera Country Club,"Pacific Palisades, CA",71.0,7322.0,12000000.0,2022-02-17T09:40:00,False,True,Pacific Palisades,CA,,USA,America/Los Angeles,Stroke,0ac3efed-6933-4158-b68b-2e56c4098367,Full,The Genesis Invitational,The Genesis Invitational,Riviera Country Club,"Pacific Palisades, CA"
136,477,WM Phoenix Open,2022-02-10,2022-02-13,True,False,TPC Scottsdale,"Scottsdale, AZ",71.0,7261.0,8200000.0,2022-02-10T09:15:00,False,True,Scottsdale,AZ,,USA,America/Phoenix,Stroke,2cb222b0-dc8f-4746-a133-a26b32b8d394,Full,Waste Management Phoenix Open,WM Phoenix Open,TPC Scottsdale (Stadium Course),"Scottsdale, AZ"
137,476,AT&T Pebble Beach Pro-Am,2022-02-03,2022-02-06,True,False,Spyglass Hill GC,"Pebble Beach, CA",72.0,7041.0,8700000.0,2022-02-03T11:30:00,False,True,Pebble Beach,CA,,USA,America/Los Angeles,Stroke,ff676a42-ed4f-4937-8eaa-3b5de660e9fa,Full,AT&T Pebble Beach Pro-Am,AT&T Pebble Beach Pro-Am,Spyglass Hill GC,"Pebble Beach, CA"
138,475,Farmers Insurance Open,2022-01-26,2022-01-29,True,False,Torrey Pines (North Course),"La Jolla, CA",72.0,7258.0,8400000.0,2022-01-26T12:00:00,False,True,San Diego,CA,,USA,America/Los Angeles,Stroke,7c9025a0-021c-4bf6-8375-c1c3639e2862,Full,Farmers Insurance Open,Farmers Insurance Open,Torrey Pines (North Course),"La Jolla, CA"
139,474,The American Express,2022-01-20,2022-01-23,True,False,La Quinta Country Club,"La Quinta, CA",72.0,7060.0,7600000.0,2022-01-20T11:40:00,False,True,La Quinta,CA,,USA,America/Los Angeles,Stroke,03027bc8-3d01-4159-a14d-dfb3fb2b1acd,Full,Desert Classic,The American Express,La Quinta Country Club,"La Quinta, CA"
140,473,Sony Open in Hawaii,2022-01-13,2022-01-16,True,False,Waialae Country Club,"Honolulu, HI",70.0,7044.0,7500000.0,2022-01-13T12:10:00,False,True,Honolulu,HI,,USA,Pacific/Honolulu,Stroke,01fcec41-a01a-4112-812f-330306255c4a,Full,Sony Open in Hawaii,Sony Open in Hawaii,Waialae Country Club,"Honolulu, HI"
141,472,Sentry Tournament of Champions,2022-01-06,2022-01-09,True,False,Kapalua Resort (Plantation Course),"Kapalua, HI",73.0,7596.0,8200000.0,2022-01-06T14:35:00,False,True,"Kapalua, Maui",HI,,USA,Pacific/Honolulu,Stroke,ce99ab88-aaf8-449c-95ae-78e8ea31ed58,Full,Tournament of Champions,Sentry Tournament of Champions,Kapalua Resort (Plantation Course),"Kapalua, HI"
142,512,QBE Shootout,2021-12-10,2021-12-12,False,False,Tiburón Golf Course,"Naples, FL",72.0,6556.0,,,,False,Naples,FL,,USA,America/New York,Stroke,,Limited,QBE Shootout,QBE Shootout,Tiburón Golf Course,"Naples, FL"
143,511,Hero World Challenge,2021-12-02,2021-12-05,True,False,Albany,"New Providence, Bah",72.0,7309.0,,,,True,New Providence,,,BAH,America/Nassau,Stroke,195086f5-37b0-421b-9986-13c6e58c3dee,Full,Hero World Challenge,Hero World Challenge,Albany,"New Providence, Bahamas"
144,471,The RSM Classic,2021-11-18,2021-11-21,True,False,Sea Island Resort (Seaside Course),"Saint Simons Island, GA",70.0,7005.0,7200000.0,2021-11-18T09:30:00,False,True,Sea Island,GA,,USA,America/New York,Stroke,91c1dfd8-de1c-4fc5-8c01-444196e2d77d,Full,RSM Classic,The RSM Classic,Sea Island Resort (Seaside Course),"Saint Simons Island, GA"
145,470,Houston Open,2021-11-11,2021-11-14,True,False,Memorial Park Golf Course,"Houston, TX",70.0,7412.0,7500000.0,2021-11-11T07:40:00,False,True,Houston,TX,,USA,America/Chicago,Stroke,5b20cde6-915b-486c-b8b6-e8fa53ad3835,Full,Houston Open,Houston Open,Memorial Park Golf Course,"Houston, TX"
146,469,World Wide Technology Championship at Mayakoba,2021-11-04,2021-11-07,True,False,El CamaleÃ³n Golf Course at Mayakoba,"Quintana Roo, Mexico",71.0,7017.0,7200000.0,2021-11-04T06:55:00,False,True,Riviera Maya,,,MEX,America/Cancun,Stroke,452b2d79-a7bf-4461-91e0-2fe26e787b4c,Full,World Wide Technology Championship,World Wide Technology Championship at Mayakoba,El Camaleón Golf Course at Mayakoba,"Quintana Roo, Mexico"
147,467,Butterfield Bermuda Championship,2021-10-28,2021-10-31,True,False,Port Royal Golf Course,"Southampton Parish, Bermuda",71.0,6828.0,6500000.0,2021-10-28T07:35:00,False,True,Southampton,,,BER,Atlantic/Bermuda,Stroke,91cf5556-9c9f-4854-9fb5-b46c977919cc,Full,Bermuda Championship,Butterfield Bermuda Championship,Port Royal Golf Course,"Southampton Parish, Bermuda"
148,468,WGC-HSBC Champions,2021-10-28,2021-10-31,False,False,Sheshan International GC,"Shanghai, China",72.0,7261.0,,,True,False,Shanghai,,,CHN,Asia/Shanghai,Stroke,d96333cb-1d9b-4167-805b-ad8aa0178857,,WGC-HSBC Champions,World Golf Championships-HSBC Champions,Sheshan International GC,"Shanghai, China"
149,466,ZOZO CHAMPIONSHIP,2021-10-20,2021-10-24,True,False,Accordia Golf Narashino Country Club,"Chiba, Japan",70.0,7041.0,9950000.0,2021-10-21T19:30:00,False,True,Chiba,,,JPN,Asia/Tokyo,Stroke,9ee7dadf-505d-4e82-a605-d392e8e5e896,Full,Zozo Championship,ZOZO CHAMPIONSHIP,Accordia Golf Narashino CC,"Chiba, Japan"
150,465,THE CJ CUP @ SUMMIT,2021-10-14,2021-10-17,True,False,The Summit Club,"Las Vegas, NV",72.0,7431.0,9750000.0,2021-10-14T10:20:00,False,True,Las Vegas,NV,,USA,America/Los Angeles,Stroke,41bf186c-41d0-4d74-b47f-2ef3601afc92,Full,CJ Cup,THE CJ CUP @ SUMMIT,The Summit Club,"Las Vegas, NV"
151,464,Shriners Children's Open,2021-10-07,2021-10-10,True,False,TPC Summerlin,"Las Vegas, NV",71.0,7255.0,7000000.0,2021-10-07T09:40:00,False,True,Las Vegas,NV,,USA,America/Los Angeles,Stroke,28af1e61-fbd8-484b-9203-3dfcab71b336,Full,Shriners Children's Open,Shriners Children's Open,TPC Summerlin,"Las Vegas, NV"
152,463,Sanderson Farms Championship,2021-09-30,2021-10-03,True,False,Country Club of Jackson,"Jackson, MS",72.0,7461.0,7000000.0,2021-09-30T08:05:00,False,True,Jackson,MS,,USA,America/Chicago,Stroke,e2a6fa8e-64fe-442d-9214-f7dc3a837d5e,Full,Sanderson Farms Championship,Sanderson Farms Championship,Country Club of Jackson,"Jackson, MS"
153,402,Ryder Cup,2021-09-24,2021-09-26,False,False,Whistling Straits (Straits Course),"Kohler, WI",71.0,7390.0,,,False,,,,,,,,df7dd2ff-c526-4546-9de1-d3db8625733f,Limited,The Ryder Cup,Ryder Cup,Whistling Straits (Straits Course),"Kohler, WI"
154,510,Ryder Cup,2021-09-24,2021-09-26,False,False,Whistling Straits,"Sheboygan, WI",71.0,7390.0,,,False,False,Sheboygan,WI,,USA,America/Chicago,TeamMatch,1ea219fc-ab4c-438a-81df-6c685e67979c,Limited,The Ryder Cup,Ryder Cup,Whistling Straits (Straits Course),"Kohler, WI"
155,462,Fortinet Championship,2021-09-16,2021-09-19,True,False,Silverado Resort and Spa (North Course),"Napa, CA",72.0,7123.0,7000000.0,2021-09-16T10:00:00,False,True,Napa,CA,,USA,America/Los Angeles,Stroke,e45317f1-7d56-46a2-b36b-15a9ffce7812,Full,Fortinet Championship,Fortinet Championship,Silverado Resort and Spa (North Course),"Napa, CA"
156,453,TOUR Championship,2021-09-02,2021-09-05,True,False,East Lake Golf Club,"Atlanta, GA",70.0,7346.0,,2021-09-02T11:40:00,False,True,Atlanta,GA,,USA,America/New York,Stroke,13d882a1-eae5-4709-ab50-ba3506c2500b,Full,The TOUR Championship,TOUR Championship,East Lake Golf Club,"Atlanta, GA"
157,452,BMW Championship,2021-08-26,2021-08-29,True,False,Caves Valley Golf Club,"Owings Mills, MD",71.0,7226.0,9500000.0,2021-08-26T09:40:00,False,True,Owings Mills,MD,,USA,America/New York,Stroke,2f4d9513-d812-46cb-b46e-58b5b7778f32,Full,BMW PGA Championship,BMW Championship,Caves Valley Golf Club,"Baltimore, MD"
158,451,THE NORTHERN TRUST,2021-08-19,2021-08-22,True,False,Liberty National Golf Club,"Jersey City, NJ",71.0,7410.0,9500000.0,2021-08-19T07:20:00,False,True,Jersey City,NJ,,USA,America/New York,Stroke,ee3bed4a-36a7-447e-924e-44bf8aede71e,Full,The Northern Trust,THE NORTHERN TRUST,Liberty National Golf Club,"Jersey City, NJ"
159,450,Wyndham Championship,2021-08-12,2021-08-15,True,False,Sedgefield Country Club,"Greensboro, NC",70.0,7131.0,6400000.0,2021-08-12T06:50:00,False,True,Greensboro,NC,,USA,America/New York,Stroke,9e7709c3-0dbe-40a2-b8fc-1e660d688688,Full,Wyndham Championship,Wyndham Championship,Sedgefield Country Club,"Greensboro, NC"
160,448,Barracuda Championship,2021-08-05,2021-08-08,True,False,Tahoe Mt. Club (Old Greenwood),"Truckee, CA",71.0,7425.0,3500000.0,,False,False,Truckee,CA,,USA,America/Los Angeles,Stableford,1860e75b-c7c3-43bf-aebd-70ee94d52c03,Limited,Barracuda Championship,Barracuda Championship,Tahoe Mountain Club (Old Greenwood),"Truckee, CA"
161,449,WGC-FedEx St. Jude Invitational,2021-08-05,2021-08-08,True,False,TPC Southwind,"Memphis, TN",70.0,7233.0,10500000.0,2021-08-05T10:15:00,False,True,Memphis,TN,,USA,America/Chicago,Stroke,dbbd3b56-f75e-46d9-bd04-df7f87c685fe,Full,St. Jude Championship,WGC-FedEx St. Jude Invitational,TPC Southwind,"Memphis, TN"
162,447,Olympic Men's Golf Competition,2021-07-29,2021-08-01,True,False,Kasumigaseki Country Club,"Saitama, Jpn",71.0,7447.0,,,False,True,Saitama,,,JPN,Asia/Tokyo,Stroke,,Full,Olympic Men's Golf Competition,,Kasumigaseki Country Club,"Saitama, Jpn"
163,446,3M Open,2021-07-22,2021-07-25,True,False,TPC Twin Cities,"Blaine, MN",71.0,7431.0,6600000.0,2021-07-22T07:50:00,False,True,Blaine,MN,,USA,America/Chicago,Stroke,aed3b480-373d-46c8-a3ab-befba4d83751,Full,3M Open,3M Open,TPC Twin Cities,"Blaine, MN"
164,457,Barbasol Championship,2021-07-15,2021-07-18,True,False,Keene Trace Golf Club,"Nicholasville, KY",72.0,7328.0,3500000.0,2021-07-15T07:45:00,False,True,Nicholasville,KY,,USA,America/New York,Stroke,744207d7-4fe4-4bcf-aec6-3a9a55522fac,Full,Barbasol Championship,Barbasol Championship,Keene Trace Golf Club (Champions Course),"Nicholasville, KY"
165,445,The Open Championship,2021-07-15,2021-07-18,True,False,Royal St. George's GC,"Sandwich, Kent, Eng",70.0,7189.0,11500000.0,2021-07-15T01:35:00,False,True,"Sandwich, Kent",,,ENG,Europe/London,Stroke,bdbd8464-ba49-4f12-a5eb-2197e827167c,Full,The Open Championship,The Open Championship,Royal St. George's Golf Club,"Kent, England"
166,444,John Deere Classic,2021-07-08,2021-07-11,True,False,TPC Deere Run,"Silvis, IL",71.0,7268.0,6200000.0,2021-07-08T07:45:00,False,True,Silvis,IL,,USA,America/Chicago,Stroke,fc8d4a7e-c226-49ed-a5eb-fa8d16c26647,Full,John Deere Classic,John Deere Classic,TPC Deere Run,"Silvis, IL"
167,443,Rocket Mortgage Classic,2021-07-01,2021-07-04,True,False,Detroit Golf Club,"Detroit, MI",72.0,7370.0,7500000.0,2021-07-01T06:45:00,False,True,Detroit,MI,,USA,America/New York,Stroke,5d0665a9-257a-4419-bded-66e2812e34dd,Full,Rocket Mortgage Classic,Rocket Mortgage Classic,Detroit Golf Club,"Detroit, MI"
168,442,Travelers Championship,2021-06-24,2021-06-27,True,False,TPC River Highlands,"Cromwell, CT",70.0,6841.0,7400000.0,2021-06-24T06:45:00,False,True,Cromwell,CT,,USA,America/New York,Stroke,ae2f825c-f895-451d-ae7c-7872e8af3b5a,Full,Travelers Championship,Travelers Championship,TPC River Highlands,"Cromwell, CT"
169,455,U.S. Open,2021-06-17,2021-06-20,True,False,Torrey Pines (South),"San Diego, CA",71.0,7652.0,,2021-06-17T09:45:00,False,True,San Diego,CA,,USA,America/Los Angeles,Stroke,0a4373fe-a2b9-4a9d-ad84-d342dea6b61a,Full,U.S. Open,U.S. Open,Torrey Pines (South Course),"La Jolla, CA"
170,461,Palmetto Championship at Congaree,2021-06-10,2021-06-13,True,False,Congaree Golf Club,"Ridgeland, SC",71.0,7655.0,7300000.0,2021-06-10T07:00:00,False,True,Ridgeland,SC,,USA,America/New York,Stroke,f1fa0a7e-fdad-4fc4-b79f-bdecf5483a6e,Full,Palmetto Championship,Palmetto Championship at Congaree,Congaree Golf Club,"Ridgeland, SC"
171,441,RBC Canadian Open,2021-06-10,2021-06-13,False,False,St. George's Golf and Country Club,"Etobicoke, ON",70.0,7014.0,,,True,False,"Toronto, ON",,,CAN,America/Toronto,Stroke,3e27a2c2-49ac-4f97-a412-a9b73048544f,,RBC Canadian Open,RBC Canadian Open,St. George's Golf and Country Club,"Toronto, ON"
172,440,the Memorial Tournament pres. by Nationwide,2021-06-03,2021-06-06,True,False,Muirfield Village Golf Club,"Dublin, OH",72.0,7543.0,9300000.0,2021-06-03T07:20:00,False,True,Dublin,OH,,USA,America/New York,Stroke,79b00955-02a9-44d5-9b77-a5b32931914e,Full,Memorial Tournament,the Memorial Tournament pres. by Nationwide,Muirfield Village Golf Club,"Dublin, OH"
173,439,Charles Schwab Challenge,2021-05-27,2021-05-30,True,False,Colonial Country Club,"Fort Worth, TX",70.0,7209.0,7500000.0,2021-05-27T08:10:00,False,True,Fort Worth,TX,,USA,America/Chicago,Stroke,a29937b5-6c59-4df1-b76a-960472ed99f2,Full,Charles Schwab Challenge,Charles Schwab Challenge,Colonial Country Club,"Fort Worth, TX"
174,438,PGA Championship,2021-05-20,2021-05-23,True,False,Ocean Course at Kiawah Island,"Kiawah Island, SC",72.0,7876.0,12000000.0,2021-05-20T07:00:00,False,True,Kiawah Island,SC,,USA,America/New York,Stroke,c64bdf30-a5e5-4342-a466-22ce64761921,Full,PGA Championship,PGA Championship,Kiawah Island Golf Resort (Ocean Course),"Kiawah Island, SC"
175,437,AT&T Byron Nelson,2021-05-13,2021-05-16,True,False,TPC Craig Ranch,"McKinney, TX",72.0,7468.0,8100000.0,2021-05-13T07:50:00,False,True,McKinney,TX,,USA,America/Chicago,Stroke,4b53539d-b2d9-4d34-a330-a9c97463652b,Full,AT&T Byron Nelson,AT&T Byron Nelson,TPC Craig Ranch,"McKinney, TX"
176,436,Wells Fargo Championship,2021-05-06,2021-05-09,True,False,Quail Hollow Club,"Charlotte, NC",71.0,7521.0,8100000.0,2021-05-06T06:50:00,False,True,Charlotte,NC,,USA,America/New York,Stroke,8f4de967-66c1-414b-8b85-111c85e4f748,Full,Wells Fargo Championship,Wells Fargo Championship,Quail Hollow Club,"Charlotte, NC"
177,435,Valspar Championship,2021-04-29,2021-05-02,True,False,Innisbrook Resort (Copperhead),"Palm Harbor, FL",71.0,7340.0,6900000.0,2021-04-29T06:55:00,False,True,Palm Harbor,FL,,USA,America/New York,Stroke,fef5f221-37cd-4b9a-b018-4581af6bddc8,Full,Valspar Championship,Valspar Championship,Innisbrook Resort (Copperhead Course),"Palm Harbor, FL"
178,434,Zurich Classic of New Orleans,2021-04-22,2021-04-25,False,False,TPC Louisiana,"Avondale, LA",72.0,7425.0,7400000.0,,False,False,Avondale,LA,,USA,America/Chicago,Team,f2d3d130-82a9-48cf-815f-c2214d5fd969,Limited,Zurich Classic of New Orleans,Zurich Classic of New Orleans,TPC Louisiana,"Avondale, LA"
179,433,RBC Heritage,2021-04-15,2021-04-18,True,False,Harbour Town Golf Links,"Hilton Head, SC",71.0,7121.0,7100000.0,2021-04-15T07:00:00,False,True,Hilton Head,SC,,USA,America/New York,Stroke,7a6c7132-ede5-4b2d-ab4c-074ff297d95f,Full,RBC Heritage,RBC Heritage,Harbour Town Golf Links,"Hilton Head Island, SC"
